"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"9/9/2024","9/9/2024","9/10/2024","PLTR","PLTR 9/13/2024 Call $35.00","BTC","1","$0.48","($48.03)"
"9/9/2024","9/9/2024","9/10/2024","CRSP","CRISPR
CUSIP: H17182108","Sell","101","$44.66","$4,511.02"
"9/9/2024","9/9/2024","9/10/2024","CRSP","CRSP 9/13/2024 Call $47.00","BTC","1","$0.40","($40.03)"
"9/9/2024","9/9/2024","9/10/2024","HIMS","Hims & Hers Health
CUSIP: 433000106","Sell","200","$13.87","$2,774.09"
"9/9/2024","9/9/2024","9/10/2024","HIMS","HIMS 9/13/2024 Call $14.50","BTC","1","$0.20","($20.03)"
"9/9/2024","9/9/2024","9/10/2024","TLT","iShares 20+ Year Treasury Bond ETF
CUSIP: 464287432
Dividend Reinvestment","Buy","0.631938","$99.63","($62.96)"
"9/9/2024","9/9/2024","9/10/2024","PLTR","PLTR 9/13/2024 Call $35.00","STO","1","$0.45","$44.95"
"9/9/2024","9/9/2024","9/10/2024","COIN","COIN 9/13/2024 Call $160.00","BTC","1","$4.36","($436.03)"
"9/9/2024","9/9/2024","9/10/2024","AMZN","AMZN 9/13/2024 Put $175.00","BTC","1","$2.56","($256.03)"
"9/9/2024","9/9/2024","9/10/2024","PFE","PFE 9/13/2024 Call $30.00","BTC","5","$0.04","($20.15)"
"9/9/2024","9/9/2024","9/10/2024","PFE","PFE 9/13/2024 Call $30.00","BTC","1","$0.04","($4.03)"
"9/9/2024","9/9/2024","9/10/2024","PFE","PFE 9/13/2024 Call $30.00","BTC","13","$0.04","($52.39)"
"9/9/2024","9/9/2024","9/10/2024","PFE","PFE 9/13/2024 Call $30.00","BTC","1","$0.04","($4.03)"
"9/9/2024","9/9/2024","9/10/2024","COIN","COIN 9/13/2024 Call $165.00","STO","1","$2.31","$230.95"
"9/9/2024","9/9/2024","9/10/2024","NVDA","NVDA 9/13/2024 Call $108.00","STO","1","$2.20","$219.95"
"9/9/2024","9/9/2024","9/10/2024","PLTR","PLTR 9/13/2024 Call $32.00","BTC","1","$1.97","($197.03)"
"9/9/2024","9/9/2024","9/10/2024","HOOD","HOOD 9/13/2024 Put $17.50","BTC","1","$0.11","($11.03)"
"9/9/2024","9/9/2024","9/10/2024","HOOD","HOOD 9/13/2024 Put $17.50","BTC","3","$0.11","($33.09)"
"9/9/2024","9/9/2024","9/10/2024","SQ","SQ 9/13/2024 Put $56.00","BTC","1","$0.16","($16.03)"
"9/9/2024","9/9/2024","9/10/2024","AMZN","AMZN 9/13/2024 Put $175.00","STO","1","$2.62","$261.95"
"9/9/2024","9/9/2024","9/10/2024","AMZN","AMZN 9/13/2024 Put $160.00","BTC","1","$0.22","($22.03)"
"9/6/2024","9/6/2024","9/9/2024","HIMS","Option Expiration for HIMS 9/6/2024 Call $15.00","OEXP","1","",""
"9/6/2024","9/6/2024","9/9/2024","COIN","COIN 9/6/2024 Put $167.50","OASGN","1","",""
"9/6/2024","9/6/2024","9/9/2024","COIN","Coinbase
CUSIP: 19260Q107
1 COIN Option Assigned","Buy","100","$167.50","($16,750.00)"
"9/6/2024","9/6/2024","9/6/2024","TLT","Cash Div: R/D 2024-09-03 P/D 2024-09-06 - 201.284627 shares at 0.312782","CDIV","","","$62.96"
"9/6/2024","9/6/2024","9/9/2024","SQ","SQ 9/13/2024 Put $56.00","STO","1","$0.27","$26.95"
"9/6/2024","9/6/2024","9/9/2024","CRSP","CRSP 9/13/2024 Call $47.00","STO","1","$0.37","$36.95"
"9/6/2024","9/6/2024","9/9/2024","HIMS","HIMS 9/13/2024 Call $14.50","STO","1","$0.21","$20.95"
"9/6/2024","9/6/2024","9/9/2024","PLTR","PLTR 9/13/2024 Call $32.00","STO","1","$0.40","$39.95"
"9/6/2024","9/6/2024","9/9/2024","PLTR","PLTR 9/6/2024 Call $32.50","BTC","1","$0.03","($3.03)"
"9/6/2024","9/6/2024","9/9/2024","HOOD","HOOD 9/13/2024 Put $17.50","STO","4","$0.18","$71.86"
"9/6/2024","9/6/2024","9/9/2024","HOOD","HOOD 9/13/2024 Call $20.50","STO","6","$0.16","$95.79"
"9/6/2024","9/6/2024","9/9/2024","HOOD","HOOD 9/6/2024 Call $20.50","BTC","1","$0.02","($2.03)"
"9/6/2024","9/6/2024","9/9/2024","HOOD","HOOD 9/6/2024 Call $20.50","BTC","1","$0.02","($2.03)"
"9/6/2024","9/6/2024","9/9/2024","HOOD","HOOD 9/6/2024 Call $20.50","BTC","1","$0.02","($2.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/30/2024 Put $525.00","STC","1","$5.41","$540.94"
"9/6/2024","9/6/2024","9/9/2024","COIN","COIN 9/13/2024 Call $160.00","STO","1","$3.00","$299.95"
"9/6/2024","9/6/2024","9/9/2024","CRSP","CRISPR
CUSIP: H17182108","Buy","100","$43.69","($4,369.00)"
"9/6/2024","9/6/2024","9/9/2024","COIN","COIN 9/13/2024 Put $149.00","STO","1","$5.10","$509.94"
"9/6/2024","9/6/2024","9/9/2024","COIN","Coinbase
CUSIP: 19260Q107","Buy","100","$151.51","($15,151.45)"
"9/6/2024","9/6/2024","9/9/2024","TSLA","TSLA 9/13/2024 Put $202.50","BTC","1","$2.06","($206.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/30/2024 Put $525.00","BTO","1","$5.38","($538.03)"
"9/6/2024","9/6/2024","9/9/2024","NVDA","NVDA 9/13/2024 Put $98.00","BTC","1","$2.25","($225.03)"
"9/6/2024","9/6/2024","9/9/2024","NVDA","NVDA 9/13/2024 Put $98.00","STO","1","$2.00","$199.95"
"9/6/2024","9/6/2024","9/9/2024","BA","Boeing
CUSIP: 097023105","Buy","20","$158.55","($3,171.00)"
"9/6/2024","9/6/2024","9/9/2024","AMZN","AMZN 9/13/2024 Put $160.00","STO","1","$0.41","$40.95"
"9/6/2024","9/6/2024","9/9/2024","TSLA","TSLA 9/13/2024 Put $202.50","STO","1","$2.03","$202.95"
"9/6/2024","9/6/2024","9/9/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203","Buy","100","$51.52","($5,151.85)"
"9/6/2024","9/6/2024","9/9/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","200","$19.03","($3,806.82)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","STC","1","$1.81","$180.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","STC","1","$1.81","$180.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","STC","22","$3.54","$7,787.06"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","STC","1","$3.55","$354.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","STC","1","$3.55","$354.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","STC","14","$3.32","$4,647.41"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","STC","10","$3.32","$3,319.57"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","BTO","10","$1.91","($1,910.30)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","BTO","20","$1.91","($3,820.60)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","BTO","20","$1.91","($3,820.60)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","2","$1.93","$385.91"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","20","$2.07","$4,139.22"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","2","$2.07","$413.91"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","1","$2.07","$206.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","1","$2.07","$206.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","24","$2.08","$4,991.07"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","BTO","50","$2.08","($10,401.50)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","1","$1.71","$170.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","1","$1.71","$170.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","9","$1.71","$1,538.65"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","5","$1.71","$854.81"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","5","$1.71","$854.81"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","5","$1.71","$854.81"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","STC","24","$1.88","$4,511.08"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","BTO","25","$1.81","($4,525.75)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $542.00","BTO","25","$1.81","($4,525.75)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","STC","1","$2.80","$279.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","STC","1","$2.80","$279.95"
"9/6/2024","9/6/2024","9/9/2024","HIMS","Hims & Hers Health
CUSIP: 433000106","Buy","100","$13.79","($1,378.81)"
"9/6/2024","9/6/2024","9/9/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","100","$19.06","($1,906.40)"
"9/6/2024","9/6/2024","9/9/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","10","$450.96","($4,509.65)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","10","$542.77","($5,427.70)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","STC","20","$2.18","$4,359.21"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $542.50","BTO","20","$2.24","($4,480.60)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","STC","24","$2.73","$6,551.02"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","STC","24","$2.78","$6,671.02"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","5","$2.55","($1,275.15)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","1","$2.55","($255.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","31","$2.55","($7,905.93)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","12","$2.55","($3,060.36)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","1","$2.55","($255.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","STC","1","$1.80","$179.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","STC","19","$1.80","$3,419.28"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","STC","20","$1.80","$3,599.23"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","BTO","13","$2.00","($2,600.39)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","BTO","6","$2.00","($1,200.18)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","BTO","21","$2.00","($4,200.63)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","STC","1","$1.91","$190.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","STC","5","$1.91","$954.81"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","STC","34","$1.91","$6,492.70"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","BTO","40","$2.15","($8,601.20)"
"9/6/2024","9/6/2024","9/9/2024","JEPQ","J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF
CUSIP: 46654Q203
Dividend Reinvestment","Buy","6.550318","$51.77","($339.11)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","STC","1","$1.94","$193.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","STC","23","$1.94","$4,461.12"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","9","$1.77","($1,593.27)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","4","$1.77","($708.12)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","4","$1.77","($708.12)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","1","$1.77","($177.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","4","$1.77","($708.12)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","1","$1.77","($177.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $544.00","BTO","1","$1.77","($177.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $545.00","STC","22","$1.77","$3,893.17"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $545.00","STC","18","$1.77","$3,185.32"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $545.00","BTO","5","$1.88","($940.15)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $545.00","BTO","34","$1.88","($6,393.02)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $545.00","BTO","1","$1.88","($188.03)"
"9/6/2024","9/6/2024","9/9/2024","NVDA","NVDA 9/6/2024 Call $111.00","BTC","1","$0.03","($3.03)"
"9/6/2024","9/6/2024","9/9/2024","ZS","Zscaler
CUSIP: 98980G102","Sell","100","$160.15","$16,014.73"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","STC","30","$0.82","$2,458.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","STC","30","$2.37","$7,108.82"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $544.00","BTO","30","$2.60","($7,800.90)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","BTO","20","$1.39","($2,780.60)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","BTO","1","$1.39","($139.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","BTO","3","$1.39","($417.09)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","BTO","5","$1.39","($695.15)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","BTO","1","$1.39","($139.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.00","STC","30","$1.75","$5,248.87"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.00","BTO","12","$1.74","($2,088.36)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.00","BTO","5","$1.74","($870.15)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.00","BTO","5","$1.74","($870.15)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.00","BTO","8","$1.74","($1,392.24)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $546.00","STC","10","$1.62","$1,619.62"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $546.00","STC","5","$1.62","$809.81"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $546.00","STC","5","$1.62","$809.81"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $546.00","BTO","18","$1.57","($2,826.54)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $546.00","BTO","1","$1.57","($157.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $546.00","BTO","1","$1.57","($157.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","STC","6","$1.55","$929.77"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","STC","7","$1.55","$1,084.73"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","STC","6","$1.55","$929.77"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","STC","1","$1.55","$154.95"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","BTO","5","$1.80","($900.15)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","BTO","1","$1.80","($180.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","BTO","5","$1.80","($900.15)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","BTO","2","$1.80","($360.06)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Call $547.50","BTO","7","$1.80","($1,260.21)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $547.50","STC","20","$2.04","$4,079.22"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $547.50","BTO","1","$2.07","($207.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $547.50","BTO","1","$2.07","($207.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $547.50","BTO","1","$2.07","($207.03)"
"9/6/2024","9/6/2024","9/9/2024","SPY","SPY 9/6/2024 Put $547.50","BTO","17","$2.07","($3,519.51)"
"9/6/2024","9/6/2024","9/9/2024","ZS","Zscaler
CUSIP: 98980G102","Sell","100","$160.81","$16,080.53"
"9/5/2024","9/5/2024","9/5/2024","JEPQ","Cash Div: R/D 2024-09-03 P/D 2024-09-05 - 608.962378 shares at 0.55686","CDIV","","","$339.11"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $551.00","STC","10","$0.35","$349.66"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $551.00","BTO","2","$0.48","($96.06)"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $551.00","BTO","1","$0.48","($48.03)"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $551.00","BTO","4","$0.48","($192.12)"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $551.00","BTO","2","$0.48","($96.06)"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $551.00","BTO","1","$0.48","($48.03)"
"9/5/2024","9/5/2024","9/6/2024","PFE","PFE 9/13/2024 Call $30.00","STO","20","$0.04","$79.33"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $551.00","STC","1","$0.65","$64.95"
"9/5/2024","9/5/2024","9/6/2024","HIMS","HIMS 9/6/2024 Call $15.00","STO","1","$0.05","$4.95"
"9/5/2024","9/5/2024","9/6/2024","NVDA","NVDA 9/6/2024 Call $111.00","STO","1","$0.52","$51.95"
"9/5/2024","9/5/2024","9/6/2024","DNLI","DNLI 9/20/2024 Call $30.00","STO","1","$0.15","$14.95"
"9/5/2024","9/5/2024","9/6/2024","DNLI","DNLI 9/20/2024 Call $30.00","STO","1","$0.15","$14.95"
"9/5/2024","9/5/2024","9/6/2024","HOOD","HOOD 9/6/2024 Call $20.50","STO","3","$0.06","$17.89"
"9/5/2024","9/5/2024","9/6/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","200","$19.51","($3,901.68)"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $551.00","BTO","1","$0.63","($63.03)"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $549.00","STC","9","$1.02","$917.67"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $549.00","STC","1","$1.01","$100.95"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $549.00","BTO","6","$1.06","($636.18)"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $549.00","BTO","4","$1.06","($424.12)"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $548.00","STC","5","$1.63","$814.81"
"9/5/2024","9/5/2024","9/6/2024","SPY","SPY 9/5/2024 Call $548.00","BTO","5","$1.45","($725.15)"
"9/5/2024","9/5/2024","9/6/2024","BA","Boeing
CUSIP: 097023105","Buy","1","$163.44","($163.44)"
"9/5/2024","9/5/2024","9/6/2024","CRSP","CRISPR
CUSIP: H17182108","Buy","1","$45.49","($45.49)"
"9/5/2024","9/5/2024","9/6/2024","OKTA","Okta
CUSIP: 679295105","Buy","10","$75.21","($752.10)"
"9/5/2024","9/5/2024","9/6/2024","HIMS","Hims & Hers Health
CUSIP: 433000106","Buy","100","$14.64","($1,464.00)"
"9/4/2024","9/4/2024","9/5/2024","NVDA","NVIDIA
CUSIP: 67066G104","Buy","50","$106.60","($5,330.00)"
"9/4/2024","9/4/2024","9/6/2024","","ACH Deposit","ACH","","","$1,000.00"
"9/4/2024","9/4/2024","9/5/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Buy","100","$19.12","($1,912.00)"
"9/4/2024","9/4/2024","9/5/2024","HOOD","HOOD 9/6/2024 Put $18.50","BTC","1","$0.10","($10.03)"
"9/4/2024","9/4/2024","9/5/2024","HOOD","HOOD 9/6/2024 Put $18.50","BTC","1","$0.10","($10.03)"
"9/4/2024","9/4/2024","9/5/2024","HOOD","HOOD 9/6/2024 Put $18.50","BTC","2","$0.10","($20.06)"
"9/4/2024","9/4/2024","9/5/2024","HOOD","HOOD 9/6/2024 Put $18.50","BTC","1","$0.10","($10.03)"
"9/4/2024","9/4/2024","9/5/2024","NVDA","NVDA 9/6/2024 Put $104.00","BTC","1","$0.66","($66.03)"
"9/4/2024","9/4/2024","9/5/2024","PFE","Pfizer
CUSIP: 717081103
Dividend Reinvestment","Buy","29.717821","$28.28","($840.42)"
"9/4/2024","9/4/2024","9/5/2024","ZS","Zscaler
CUSIP: 98980G102","Buy","200","$161.95","($32,390.00)"
"9/4/2024","9/4/2024","9/5/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Buy","200","$24.96","($4,991.00)"
"9/3/2024","9/3/2024","9/3/2024","PFE","Cash Div: R/D 2024-07-26 P/D 2024-09-03 - 2001 shares at 0.42","CDIV","","","$840.42"
"9/3/2024","9/3/2024","9/4/2024","NVDA","NVIDIA
CUSIP: 67066G104","Buy","50","$105.89","($5,294.50)"
"9/3/2024","9/3/2024","9/4/2024","HOOD","HOOD 9/6/2024 Put $18.50","STO","5","$0.17","$84.83"
"9/3/2024","9/3/2024","9/4/2024","","ACH Deposit","ACH","","","$5.00"
"9/3/2024","9/3/2024","9/4/2024","COIN","COIN 9/6/2024 Put $167.50","STO","1","$3.45","$344.95"
"9/3/2024","9/3/2024","9/4/2024","NVDA","NVDA 9/6/2024 Put $104.00","STO","1","$1.26","$125.95"
"9/3/2024","9/3/2024","9/4/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","2","$462.81","($925.63)"
"9/3/2024","9/3/2024","9/4/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","2","$553.29","($1,106.58)"
"8/30/2024","8/30/2024","8/30/2024","","Interest Payment","INT","","","$22.85"
"8/30/2024","8/30/2024","9/3/2024","SPY","SPY 8/30/2024 Call $560.00","STC","4","$0.33","$131.86"
"8/30/2024","8/30/2024","9/3/2024","SPY","SPY 8/30/2024 Call $560.00","BTO","4","$0.45","($180.12)"
"8/30/2024","8/30/2024","9/3/2024","SPY","SPY 8/30/2024 Put $559.00","STC","2","$0.88","$175.92"
"8/30/2024","8/30/2024","9/3/2024","SPY","SPY 8/30/2024 Put $559.00","BTO","2","$0.77","($154.06)"
"8/30/2024","8/30/2024","9/3/2024","SPY","SPY 8/30/2024 Call $558.00","STC","2","$0.87","$173.92"
"8/30/2024","8/30/2024","9/3/2024","SPY","SPY 8/30/2024 Call $558.00","BTO","1","$0.96","($96.03)"
"8/30/2024","8/30/2024","9/3/2024","SPY","SPY 8/30/2024 Call $558.00","BTO","1","$0.97","($97.03)"
"8/30/2024","8/30/2024","9/3/2024","PLTR","PLTR 9/6/2024 Call $32.50","STO","1","$0.35","$34.95"
"8/28/2024","8/28/2024","8/29/2024","VZ","Verizon
CUSIP: 92343V104","Sell","400","$41.46","$16,581.46"
"8/28/2024","8/28/2024","8/29/2024","BA","Boeing
CUSIP: 097023105","Sell","200","$170.36","$34,070.02"
"8/28/2024","8/28/2024","8/29/2024","QQQ","Invesco QQQ
CUSIP: 46090E103","Buy","2","$471.99","($943.98)"
"8/28/2024","8/28/2024","8/29/2024","SPY","SPDR S&P 500 ETF
CUSIP: 78462F103","Buy","2","$559.56","($1,119.12)"
"8/28/2024","8/28/2024","8/29/2024","BA","Boeing
CUSIP: 097023105","Buy","5","$172.34","($861.68)"
"8/28/2024","8/28/2024","8/29/2024","BA","Boeing
CUSIP: 097023105","Buy","150","$172.35","($25,852.50)"
"8/28/2024","8/28/2024","8/29/2024","VZ","Verizon
CUSIP: 92343V104","Buy","200","$41.64","($8,328.98)"
"8/28/2024","8/28/2024","8/29/2024","DNLI","Denali Therapeutics
CUSIP: 24823R105","Sell","300","$24.60","$7,381.24"
"8/28/2024","8/28/2024","8/29/2024","AMZN","Amazon
CUSIP: 023135106","Sell","100","$171.43","$17,142.01"
"8/28/2024","8/28/2024","8/29/2024","HOOD","Robinhood Markets
CUSIP: 770700102","Sell","900","$20.36","$18,327.12"
"8/21/2024","8/21/2024","8/21/2024","","Gold Subscription Fee","GOLD","","","($5.00)"
"8/20/2024","8/20/2024","8/21/2024","PLTR","Palantir Technologies
CUSIP: 69608A108","Buy","100","$32.49","($3,248.78)"
"8/20/2024","8/20/2024","8/21/2024","BA","Boeing
CUSIP: 097023105","Buy","30","$171.23","($5,136.90)"
"8/16/2024","8/16/2024","8/19/2024","","ACH Deposit","ACH","","","$6,000.00"
"8/16/2024","8/16/2024","8/19/2024","O","Realty Income
CUSIP: 756109104
Dividend Reinvestment","Buy","2.214333","$59.72","($132.24)"
